tweet,label
"Finished helping mother in kitchen. Made biriyani!! Looks good as always   Watching Rocky now, Hey Adrian!! lol",positive
"watching gossip girl, I really need to be a millionare ",negative
"About to go get lost in Harahan!! History, Dickory, Dock are connecting streets WTH!! Too country! TTYL!!! ",positive
@ladyluckrulesok where r u?? i wanna come!!!! ,positive
"the higher was SO amazing just as i expected ;) seth and the rest of the guys are awesome, cant wait for the new album ",positive
"Shame have to work today. But the sun is shining, door is open, and a warm(ish) breeze is ambling in. One thing missing - biscuits ",negative
@Sydney584 Did you do the show this morning? I couldnt find you guys on Ustream. Hope youre well ,positive
"The headachy,  nausea yuckiness wins.  I am staying home.  ",negative
@Miss_So_Flyy thank u!!!!!!!!!!!!!!!!!!!!! ,positive
"@mileycyrus no worries, you have someone out there praying for you ",positive
soo IN THE mood for frank... SInatra!! hotel i am going to blast them songs! ,positive
it STAINED! ,negative
"@therealpaulac  I wish it wasn't. I've already done the better part of 6,000 words in the last 10 days",negative
@kmakt that's what you get for having a job! It turned out very anticlimatic. Phil didn't win. ,negative
"8 years today, can't believe it's been that long, always missing u dad! ",negative
@joehhzeh ohh i see. i don't even know who anberlin are either lol. whatevski ,positive
@jordanknight I can imagine you playing this type of game with your son!  ,positive
@XPLOSIVECXC hey u!  at my primas wedding. Eating too much lol but totally worth it!  u?,positive
omg this is hilarious!!! http://bit.ly/1arqkG   i love it!!!!!!!      ,positive
is nearly at Lithgow... *sigh* Thats means I have to move off this train onto the bus ,negative
 no sleep for me... Y they always fight at club One every week... -_-,negative
@jessimitchell uh oh  what's up?,negative
@waizluvspancake *high five* I have pimples  been sleeping too late maybe! grrrrr. what u been upto?,negative
"@imalexevans If you don't want it, I'll take it ",positive
not feeling top notch!  Auditions today !!,negative
Thanks everyone for the huge outpouring of birthday love today  I am a very lucky girl to have y'all in my life!  Goodnight friends!,positive
my picture isn't showing.... ,negative
@reflectionsmag sorry allllll gone  lol,negative
hello i'm very excited right now for some reson. ,positive
@Ben_Hall code compiles much better on post it notes though ,positive
@seanbiggerstaff Thanks for letting me follow. You were great in HP!  What have you been doing lately? Movies? TV? Music? Something else?,positive
Today getting ready and packing for #EuroDjangoCon Also have to finalise my tax returns ,negative
@KellyD7 it was thanks and hopefully today will be a good day too!! ,positive
@terrym OOh - we have that recorded- really looking forward to it ,positive
So.. Opera Unite! The page isnt even opening here  http://bit.ly/EuF8U,negative
@hopperdoc I'm sorry to inform you that I will be going to Open Sesame with Helen on Friday. ,positive
@JosieChang I don't get it... ,negative
packing with Babcia... what would I do without her ,positive
@LeelooDogBlog i suppose.....shame  next time??,negative
 remembered something while reading. &quot;shut up and hug or I'll hit you both with a tennis racket.&quot; good times. I miss it sometimes.,positive
@babygirlparis  aahhh i wish i was there!! I live there but I'm currently in Toronto.. I miss Dubai!! ,negative
...No more adventure time ,negative
@iheartyousomuch thanks kar! ,positive
grades up for public speaking class! got an A ,positive
damn my computer just shut down ,negative
"@TravisInIndy You're at Hilton Head, right? I'm so jealous. Hope you had a good time!   I need a vacation ... ",negative
likes patricia's dress ,positive
"Drinking on monday, hangover tuesday is awesome ",positive
"@whedonesque Yeah! Thanks, Simon. Saw it on .com. BTW, can I please join whedonesque.com? Been unable 2 do so for yrs. Dying inside w/o. ",negative
"@jsanfridsson getting a MBP 15&quot;, not the latest one though. But yeah getting that soon ",positive
yay for shopping dates ,positive
"@teamDdemiLovato I mean it's so weird, before every vacation starts, I always get sick!! ",negative
@PrestonDavis Hahahaahahaa LOL!! U Funny like shit!!! U Right bout Jay Z!!! Hahahaa ,positive
doesn't want the holidays to end.. ,negative
@digidickinson yes! We'll give you the tour ,positive
"@tomeppy I've heard of these RRFM's.  Never been, though.  Sounds like a great way to donate directly to your own community and have fun ",positive
@itsartic i'm sick again ,negative
@marcooch  this weekend we should go mini golfing! + gona put my edward/taycob/manladykstew magnets on the fridge to make you feel better.,negative
"CBeebies is on again  drives me nuts, to early for this.",negative
I MISS MY SON ,negative
@helenwatkinson only me ,negative
"@theTENDERONI can you forward the applestore pics to me, i ddnt get them  cmanisouk@yahoo.com. surry and thanx. whenver you have zetime.",negative
"@alaustephy Ada badddddd news. So bad, I don't even want to say it. ",negative
@kathulhu that one took me a minute...but tis a good one ,positive
I don't feel well.. HATE BORING SUNDAYS!! ,negative
Yay! @KogiBBQ for lunch today...12PM-3PM @ Market Lofts yummm ,positive
Good morning. ,positive
always ditonggg hihihii  @dithayu gmn td dit? bs?,positive
"@chrisbrogan I've always thought you were cool. (And I'm right about that.) Have a good flight, day, week and everything in between. ",positive
Where has the weekend gone ,negative
"@Cris_Most hey, got the table for 4 of us, from 10pm, just a small table hence the cheaper Â£50 per head  and fuck you its hot",positive
@lickmycupcakes @shannonminion thanks you guys ,positive
@emilyluvsarchie ouch sis that sounds super painful!  hope it feels better really soon! Love ya and miss ya so much! Tell every1 I say hi!,negative
very bored ,negative
@MikalM oh lucky you! still nothing here  I'll have to wait until tomorrow I fear. what about copy &amp; paste? does it work between apps?,negative
"@rubicon0815 I can't quite figure out what you mean, but I am assuming it's something deep and/or witty. ",positive
"Leaving now for my 1st day ever in Summer School...  lame, drag, sucky",negative
"@janeyha I wish,,, baby been a right shit !!!! Working hard plus bloody hay fever !!!!  I'm a mess  xx",negative
"Where is the freakin sun/summer? Summerbreak in 5 days, and it is raining  Jesus, give us swedes a lil summerfeeling to work with, please?",negative
"laying in a super comfy bed enjoying the weekend watching say yes to the dress with my love..  as @jasonmraz would say, life is wonderful ",positive
Sushi with the sister then the hangover. ,positive
@MichellebDOTcom baby u got me all resface just watching u ,positive
"just finished reading absolute boyfriend  it was so sad, cried so much ",negative
up at 4:00 this morning.. as had lots of deployments  ,negative
I FREAKING MISS @jasinooo. i can't believe you were here the entire week and i only saw you once! what the hell man ,negative
Hopefully a lot ,negative
"right earphone, please dont give up on me. it will never be the same if its just me and left.. ",negative
i want to take a bath.. some times i wish we didn't have a spa. ,negative
@therealMilie @art176 hahaha ,positive
@billyraycyrus better yet...you and tish best parents award 2009 ,positive
@CarterTwins been trying to all week. the stupid thing wont let me sign in ,negative
"@Heeyriley  Just wondering, doll, ",positive
@colmagmasol I hope to out smug @iBloke soon and get someone else to buy me a new iPhone ,positive
@tommcfly HAHA!  thats Funny! xD Xxx LoveU&lt;3 be not to tired! &lt;3,positive
@ladytasz lol... Long night! Slept all day. Now I'm being lazy ,negative
"@3L1SE awwee, i'm really sorry ",negative
@trendhunter_eds Thanks for the coverage and kind words! ,positive
"heading to bed, leave me some wolf love ",positive
"Rural living reminder hit me square. The Internets was down this afternoon, truck hitting a utility pole. However, the iPhone worked well ",positive
wish I got to sleep in! ,negative
@sotodance I'm sorry friend  Excedrin Migraine - it works miracles!!,negative
@TutyFruitty you very morbid leh.. eaten your briyani liao or not? haha! I had vietnamese today unfortunately. ,negative
@Pdot10 gave? have maybe?! hmm yessssssssss i'm in there like swimwear ,positive
@h0ll0wd0ll ... I suppose I should have taken it as a bad sign when I instantly disliked her ,negative
"ouef, mum won't let me watch it  ahh wells, i'll got sleep dreaming about kirby.",negative
I forgot to update again.  I went to the mall with Jaime again and we picked up a purse for his wife. I bought cookies!!,negative
looking for a flat mate... untill then ill be poooor... no drinking for me on sunday ,negative
@fightfan24 I LOVE friday the 13th with jared!!  except the ending...still not sure if I like it lol...but good movie :],positive
@LainaxBaina lol Never that boo! I just seen you at the table doing the same ish I was. Don't nobody be twitter like us ,positive
checking out next vacation destinations ,positive
making latkes! great success ,positive
@blaze88 hey babe that's always good ,positive
I don't wanna go to work ,negative
lookin forward to tonight.... ,positive
Happy Mother's Day to all the mommas! working 12-7... waiting for the sister to get up so we can give my mom her presents ,positive
@girlsaloudmedia yeah they didn't help much. They've always been on her back ,negative
Is blessed to have a mother that takes her  for mani/pedi's!  ,positive
@JulieTyios Great job Julie.  Did I mention I love your writing style? ,positive
@natasha try it ,positive
"@sprittibee You know I do.  He chases the cat right u to the door and stops short. It's funny, but I'm glad the cat has a peaceful place.",positive
@Dreah Yes please! You need to come and visit us  Jump on that bag!,positive
"@SimranLuvzRaj , hope u have seen rab ne bana di...that actress is also in tweeter, anushka sharma...hope she is nt fake !!! ",negative
"@supermighty LOL the real pancake is bigger then the US one, its big and flat and the taste is waaaaay better , trust me ",positive
Feel really fed up today  Need to shake myself out of it!,negative
studying for stupid placement test in math ,negative
going boxing ,positive
@HillyHindi The Dark Knight was visually awesome but I liked how you used your own voice in Twilight. Plus I was in it. I say Twilight! ,positive
Goodbye Rain. ,negative
1989...the david letterman show...the day mandy patinkin changed my life  http://tinyurl.com/q7snyj,positive
IDIOT: Hi (at)Jessicas64  Th*nks for the follow (iAlex94),positive
Crap!!!  Working at home again. ,negative
@mytweeny Don't be scared to try it on...if all else fails  wear ur small wrestling team shirt ,positive
@cass_o_wary oh shes a funny one that sister of yours. hope you had a good day ,positive
"@thegoodguys hey ralph I never got this one from you? Can you send over, love your track gfab011 ",positive
